StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent_1,Consent_2,Consent_3,MTurkID,Sports_Filter,attention_check_1,attention_check_2_1,attention_check_2_2,Control_time_First Click,Control_time_Last Click,Control_time_Page Submit,Control_time_Click Count,Reduced_time_First Click,Reduced_time_Last Click,Reduced_time_Page Submit,Reduced_time_Click Count,Ranking_time_First Click,Ranking_time_Last Click,Ranking_time_Page Submit,Ranking_time_Click Count,Categorization_time_First Click,Categorization_time_Last Click,Categorization_time_Page Submit,Categorization_time_Click Count,Buffer_time_First Click,Buffer_time_Last Click,Buffer_time_Page Submit,Buffer_time_Click Count,Buffer_list,Count,Buffer_words_correct,Buffer_list_time_First Click,Buffer_list_time_Last Click,Buffer_list_time_Page Submit,Buffer_list_time_Click Count,Initial_Retention,Valued_Retention,Renewal Liklihood_1,Gender,Age,Race,Education,Bonus_Survey,Save MTurk,mturkcode,condition,label,reduced_list,ranking,categorization
2021-11-10 12:02:32,2021-11-10 12:09:03,IP Address,92.119.177.94,100,390,1,2021-11-10 12:09:03,R_vpgZ2F0uOEzD4Rj,,,,,40.7156982421875,-74,anonymous,EN,Yes,Yes,Yes,ANONYKAVCEV2H,1-5,Other,70,50,4.18,21.666,22.722,2,,,,,,,,,,,,,0,0,60.206,0,subway tie lamp deer reform soak listen large snuggle behavior map wander,12,12,23.153,57.161,68.459,7,"4Ever Wild Rewards,Purchase Additional Tickets at a Discounted Rate,Member Events,Dedicated Account Manager,Gameday Travel Package","Purchase Additional Tickets at a Discounted Rate,Member Events,Dedicated Account Manager,Gameday Travel Package",74,Male,27,White,High School Diploma,I would like to answer this question,,665106,0,control,0,0,0
2021-11-10 12:04:37,2021-11-10 12:11:40,IP Address,184.187.250.77,100,422,1,2021-11-10 12:11:41,R_1pJNxuL7u2rzo97,,,,,36.0283966064453,-95.9306030273437,anonymous,EN,Yes,Yes,Yes,A3FAQHPVI8OUP0,1-5,Other,70,50,0,0,105.101,0,,,,,,,,,,,,,0,0,60.128,0,lamp deer reform wander soak listen hilarious emphasis ,8,8,1.975,1.975,54.735,1,"4Ever Wild Rewards,Interest Free Payment Plans,Hockey Lodge Discount,Member Events,Playoff Access,Right of First Refusal for Concerts and Events,Options to Purchase Suites Using flex credit,Same Seat Guarantee,Complimentary Parking","Interest Free Payment Plans,Playoff Access,Complimentary Parking",10,Male,70,White,Associate's Degree,I would like to answer this question,,18553,0,control,0,0,0
2021-11-10 12:08:54,2021-11-10 12:12:46,IP Address,68.192.249.3,100,232,1,2021-11-10 12:12:46,R_339GcJRwy5DJwaN,,,,,40.9476013183593,-73.8623962402343,anonymous,EN,Yes,Yes,Yes,A3GVIO0THJXK51,1-5,Other,70,50,,,,,,,,,,,,,0,0,33.461,0,0,0,60.11,0,subway listen large emphasis reform lamp deer hilarious snuggle tie soak ,11,11,1.138,1.138,33.035,1,"4Ever Wild Rewards,Discounted Wild Merchandise,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee","Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access",60,Female,40,White,Bachelor's Degree,I would like to answer this question,,766651,3,categorization,0,0,1
2021-11-10 12:07:22,2021-11-10 12:12:52,IP Address,70.60.81.10,100,329,1,2021-11-10 12:12:52,R_vet8zhELYvr1sIh,,,,,43.0803985595703,-88.0223999023437,anonymous,EN,Yes,Yes,Yes,A3MAOMY844XKQ4,1-5,Other,70,50,,,,,,,,,0,0,52.021,0,,,,,0,0,60.11,0,Listen wander reform deer behavior snuggle tie map hilarious lamp emphasis subway,12,12,1.327,1.327,60.119,1,"4Ever Wild Rewards,Interest Free Payment Plans,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Dedicated Account Manager,Playoff Access,Right of First Refusal for Concerts and Events,Same Seat Guarantee,Complimentary Parking","Interest Free Payment Plans,Purchase Additional Tickets at a Discounted Rate,Dedicated Account Manager,Playoff Access,Same Seat Guarantee,Complimentary Parking",75,Female,43,White,Bachelor's Degree,I would not like to answer this question,Yes,494254,2,ranking,0,1,0
2021-11-10 12:05:50,2021-11-10 12:13:15,IP Address,69.243.168.129,100,444,1,2021-11-10 12:13:15,R_1Cmb7SlRrNZOfMs,,,,,41.685302734375,-86.2329025268554,anonymous,EN,Yes,Yes,Yes,ALMXTU647ULDU,1-5,Other,70,50,,,,,0,0,63.823,0,,,,,,,,,0,0,60.026,0,"HILARIOUS
WANDER
SNUGGLE
LAMP
DEER
ZERO
SUBWAY
MAP
LARGE
",9,9,3.037,57.565,86.265,6,"Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Complimentary Parking","Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Complimentary Parking",23,Male,71,White,Bachelor's Degree,I would like to answer this question,,51861,1,reduced_list,1,0,0
2021-11-10 12:13:18,2021-11-10 12:13:44,IP Address,24.164.149.170,100,26,1,2021-11-10 12:13:44,R_262XE9yfvyh9Xbr,,,,,40.5955963134765,-74.0805969238281,anonymous,EN,Yes,Yes,Yes,A1SRNM9EL4PSC6,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,477047,,,,,
2021-11-10 12:13:36,2021-11-10 12:13:48,IP Address,142.129.27.33,100,12,1,2021-11-10 12:13:48,R_2S1Ouz7fnc9ix4s,,,,,34.086196899414,-117.964096069335,anonymous,EN,Yes,Yes,Yes,A2D2LPTGALT1QU,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,253372,,,,,
2021-11-10 11:51:02,2021-11-10 12:15:34,IP Address,74.110.147.108,100,1471,1,2021-11-10 12:15:34,R_ZaQZuHwmYGbi7mx,,,,,37.5536956787109,-77.4601974487304,anonymous,EN,Yes,Yes,Yes,A31ZLT6OHU6CRY,More than 10,Other,70,50,0,0,139.912,0,,,,,,,,,,,,,0,0,61.863,0,"Lamp, Listen, Deer, Stamp, Water",3,3,0.383,0.383,15.803,1,"Discounted Wild Merchandise,Member Events,Stadium Tours,Dedicated Account Manager,Playoff Access,Right of First Refusal for Concerts and Events,Options to Purchase Suites Using flex credit,Same Seat Guarantee,Complimentary Parking,Discounted Concessions,Exclusive Conferences Calls with Players, Managers, and Front Office Executives,Free Holiday Ornament","Discounted Wild Merchandise,Member Events,Stadium Tours,Dedicated Account Manager,Playoff Access,Right of First Refusal for Concerts and Events,Options to Purchase Suites Using flex credit,Same Seat Guarantee,Complimentary Parking,Discounted Concessions,Exclusive Conferences Calls with Players, Managers, and Front Office Executives",63,Male,30,White,Bachelor's Degree,I would not like to answer this question,Yes,802304,0,control,0,0,0
2021-11-10 12:11:14,2021-11-10 12:16:51,IP Address,75.169.79.8,100,337,1,2021-11-10 12:16:51,R_1MYyF5lm8EVgQNu,,,,,40.5451965332031,-112.297302246093,anonymous,EN,Yes,Yes,Yes,A2GMCWY993EEYE,More than 10,Other,70,50,,,,,,,,,29.195,29.195,33.489,1,,,,,0,0,60.016,0,"lamp
deer
hilarious
map 
tie
wander
reform
subway
zero
emphasis
",10,10,1.488,28.495,45.656,3,"4Ever Wild Rewards,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee","Purchase Additional Tickets at a Discounted Rate,Playoff Access",79,Male,50,White,Bachelor's Degree,I would like to answer this question,,534690,2,ranking,0,1,0
2021-11-10 12:15:09,2021-11-10 12:17:11,IP Address,74.101.98.174,100,122,1,2021-11-10 12:17:12,R_2qrTzenm8MOGo5r,,,,,40.7015075683593,-73.8422012329101,anonymous,EN,Yes,Yes,Yes,A2C6AGEN1NI41M,5-10,Other,50,80,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,433896,1,reduced_list,1,0,0
2021-11-10 12:13:29,2021-11-10 12:17:19,IP Address,69.161.43.209,100,229,1,2021-11-10 12:17:19,R_2CrepPrOsVRFdRb,,,,,40.4156036376953,-90.7845993041992,anonymous,EN,Yes,Yes,Yes,A1A9402JQBA2AF,1-5,Other,70,50,0,0,28.421,0,,,,,,,,,,,,,0,0,60.012,0,"tie
lamp
deer
listen
map
zero
snuggle
empasis
",7,8,1.066,20.692,20.979,2,"Hockey Lodge Discount,Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking","Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking",8,Female,52,White,Associate's Degree,I would like to answer this question,,105273,0,control,0,0,0
2021-11-10 12:09:28,2021-11-10 12:17:47,IP Address,74.73.141.28,100,498,1,2021-11-10 12:17:47,R_1NsJ2iHSxPXAwFM,,,,,40.6804962158203,-73.8442001342773,anonymous,EN,Yes,Yes,Yes,AIR4UQNPIMFCJ,1-5,Other,70,50,,,,,,,,,,,,,4.283,24.563,26.823,2,4.955,8.495,60.077,2,"large
soak
listen 
snuggle
tie
map  
subway
behavior",8,8,9.489,46.827,49.569,2,"4Ever Wild Rewards,Interest Free Payment Plans,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking","Interest Free Payment Plans,Complimentary Parking",50,Prefer not to say,49,Prefer not to say,Bachelor's Degree,I would like to answer this question,,145992,3,categorization,0,0,1
2021-11-10 12:18:12,2021-11-10 12:18:36,IP Address,72.186.77.41,100,23,1,2021-11-10 12:18:36,R_22rFsMddZGqZAhf,,,,,28.0699005126953,-81.8106994628906,anonymous,EN,Yes,Yes,Yes,A1CTJ8UT7SF317,5-10,Other,50,50,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,291644,0,control,0,0,0
2021-11-10 12:20:08,2021-11-10 12:20:30,IP Address,23.249.35.151,100,21,1,2021-11-10 12:20:30,R_72qTlW2vG4IC7OF,,,,,40.1047058105468,-88.206199645996,anonymous,EN,Yes,Yes,Yes,A3NNJASZ12VR5L,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,834386,,,,,
2021-11-10 12:18:41,2021-11-10 12:21:36,IP Address,72.186.77.41,100,175,1,2021-11-10 12:21:37,R_24tI7wfM3dT6bMI,,,,,28.0699005126953,-81.8106994628906,anonymous,EN,Yes,Yes,Yes,A1CTJ8UT7SF317,5-10,Other,70,50,,,,,,,,,,,,,0,0,1.346,0,58.067,59.274,60.135,4,"Lamp
Soak
Snuggle
Deer
Listen
Behavior
Listen
",7,7,0.408,0.408,20.498,1,"Hockey Lodge Discount,Member Events,Dedicated Account Manager,Playoff Access,Same Seat Guarantee,Early Entry on Game Days,Autographed Merchandise","Dedicated Account Manager,Same Seat Guarantee,Early Entry on Game Days",69,Male,33,White,Graduate Degree,I would like to answer this question,,248713,3,categorization,0,0,1
2021-11-10 12:16:58,2021-11-10 12:21:58,IP Address,136.34.179.56,100,299,1,2021-11-10 12:21:58,R_2Bm7ySZ17PpuiHu,,,,,38.9609985351562,-94.4711990356445,anonymous,EN,Yes,Yes,Yes,AN12O1LRY2IRZ,1-5,Other,70,50,,,,,,,,,0,0,40.325,0,,,,,0,0,60.12,0,Deer Lamp Hilarious Soak Reform Wander Subway Tie Zero Large Snuggle Map,12,12,1.047,1.047,36.604,1,"4Ever Wild Rewards,Interest Free Payment Plans,Hockey Lodge Discount,Member Events,Playoff Access,Same Seat Guarantee","Interest Free Payment Plans,Playoff Access,Same Seat Guarantee",76,Female,32,White,Graduate Degree,I would like to answer this question,,836717,2,ranking,0,1,0
2021-11-10 12:21:21,2021-11-10 12:22:21,IP Address,76.195.237.92,100,60,1,2021-11-10 12:22:21,R_3nuvzebbiL5bYOA,,,,,41.9450073242187,-87.7995986938476,anonymous,EN,Yes,Yes,Yes,A1UZN21EAN1HZ4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,713479,,,,,
2021-11-10 12:22:58,2021-11-10 12:23:17,IP Address,76.219.194.254,100,18,1,2021-11-10 12:23:17,R_2D5ecOuQK4JyCCv,,,,,33.6268005371093,-117.871795654296,anonymous,EN,Yes,Yes,Yes,A3GCW23TWNNRS8,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,332960,,,,,
2021-11-10 12:17:40,2021-11-10 12:25:08,IP Address,69.181.52.35,100,447,1,2021-11-10 12:25:08,R_3PSrHt0j1R9ljpn,,,,,37.738296508789,-122.455596923828,anonymous,EN,Yes,Yes,Yes,A2NYDCQ3Y6QS4Q,5-10,Other,70,50,,,,,0,0,37.646,0,,,,,,,,,0,0,60.113,0,"lamp
deer 
reform
large
emphasis
snuggle
behavior
subway
tie
hilarious
map",11,11,2.131,2.131,28.704,1,"Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Complimentary Parking",Same Seat Guarantee,71,Female,29,Asian,Bachelor's Degree,I would like to answer this question,,861384,1,reduced_list,1,0,0
2021-11-10 12:20:54,2021-11-10 12:27:25,IP Address,71.81.196.231,100,391,1,2021-11-10 12:27:25,R_2Y2DNSJOcSfqMVM,,,,,35.5397033691406,-82.5150985717773,anonymous,EN,Yes,Yes,Yes,AJ8YRFXUNYNIH,1-5,Other,70,50,,,,,,,,,,,,,0,0,46.96,0,0,0,60.018,0,"lamp, deer, tie, snuggle, behavior, hilarious, ",6,6,2.625,45.409,100.199,3,"Interest Free Payment Plans,Hockey Lodge Discount,Playoff Access,Complimentary Parking","Interest Free Payment Plans,Hockey Lodge Discount,Playoff Access,Complimentary Parking",85,Female,63,White,Bachelor's Degree,I would like to answer this question,,786749,3,categorization,0,0,1
2021-11-10 12:20:34,2021-11-10 12:28:05,IP Address,73.73.216.186,100,451,1,2021-11-10 12:28:06,R_cAdvhipp64RqGAh,,,,,41.768798828125,-88.1425018310546,anonymous,EN,Yes,Yes,Yes,ACBK30I7R42NI,5-10,Other,70,50,41.514,109.469,110.287,8,,,,,,,,,,,,,4.014,11.557,60.116,3,LAMP DEER SOAP LARGE TIE HILARIOUS ,5,5,2.717,2.717,28.219,1,"4Ever Wild Rewards,Interest Free Payment Plans,Purchase Additional Tickets at a Discounted Rate,Member Events,Options to Purchase Suites Using flex credit,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking","4Ever Wild Rewards,Interest Free Payment Plans,Purchase Additional Tickets at a Discounted Rate,Member Events,Options to Purchase Suites Using flex credit,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking",100,Female,47,Asian,Graduate Degree,I would like to answer this question,,831082,0,control,0,0,0
2021-11-10 12:29:00,2021-11-10 12:29:22,IP Address,74.110.150.51,100,22,1,2021-11-10 12:29:22,R_2TsYTAf0scsHsWS,,,,,37.5536956787109,-77.4601974487304,anonymous,EN,Yes,Yes,Yes,A12X8RUSITV7RU,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,49841,,,,,
2021-11-10 12:28:59,2021-11-10 12:29:27,IP Address,73.62.205.233,100,27,1,2021-11-10 12:29:27,R_3qDp4YhDAUKOotP,,,,,44.9152069091796,-93.3221969604492,anonymous,EN,Yes,Yes,Yes,A1A61J6QGXANTW,1-5,Dog,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,246920,1,reduced_list,1,0,0
2021-11-10 12:25:59,2021-11-10 12:31:20,IP Address,104.35.101.10,100,321,1,2021-11-10 12:31:20,R_3PmHmuYsFUv2oF3,,,,,34.1676025390625,-118.389198303222,anonymous,EN,Yes,Yes,Yes,A3BWZ6V34W8SXX,1-5,Other,70,50,,,,,1.89,1.89,27.621,1,,,,,,,,,1.381,37.735,60.12,3,"Lamp, tie, deer, map, soak, hilarious",6,6,1.309,21.852,27.795,2,"Purchase Additional Tickets at a Discounted Rate,Same Seat Guarantee,Complimentary Parking","Purchase Additional Tickets at a Discounted Rate,Same Seat Guarantee,Complimentary Parking",90,Female,28,Prefer not to say,Bachelor's Degree,I would like to answer this question,,549738,1,reduced_list,1,0,0
2021-11-10 12:25:08,2021-11-10 12:32:16,IP Address,199.116.118.148,100,428,1,2021-11-10 12:32:16,R_1Fgo63HF4D25pXq,,,,,37.3881072998046,-121.875595092773,anonymous,EN,Yes,Yes,Yes,A1R1E7TZ9OHFIG,5-10,Other,70,50,,,,,,,,,0,0,6.171,0,,,,,0,0,60.206,0,"WANDER,LIGHT,Nervous,",1,1,1.322,1.322,31.406,1,"Discounted Wild Merchandise,Interest Free Payment Plans,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Ticket Trade- switch out games you can't attend,Gameday Travel Package,Free Holiday Ornament","Discounted Wild Merchandise,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Gameday Travel Package,Free Holiday Ornament",86,Female,27,Black or African American,Bachelor's Degree,I would not like to answer this question,Yes,263034,2,ranking,0,1,0
2021-11-10 12:31:41,2021-11-10 12:34:44,IP Address,65.215.31.45,100,183,1,2021-11-10 12:34:44,R_27ebEBTVB7V6rCt,,,,,37.7510070800781,-97.8219985961914,anonymous,EN,Yes,Yes,Yes,A12SDXRP4JFIB9,1-5,Other,70,50,0,0,4.186,0,,,,,,,,,,,,,0,0,60.123,0,"zero, deer, soak, subway, large,",5,5,6.209,33.643,34.513,3,"Right of First Refusal for Concerts and Events,Same Seat Guarantee,Early Entry on Game Days",Right of First Refusal for Concerts and Events,87,Female,42,White,Bachelor's Degree,I would like to answer this question,,203135,0,control,0,0,0
2021-11-10 12:31:02,2021-11-10 12:37:18,IP Address,68.129.197.235,100,376,1,2021-11-10 12:37:18,R_br5cVrQY4LG5kiJ,,,,,40.6461944580078,-73.9559020996093,anonymous,EN,Yes,Yes,Yes,A1XUE712KVMVXM,1-5,Other,70,50,,,,,5.32,67.695,68.563,2,,,,,,,,,2.575,2.575,60.008,1,"deer, reform, lamp, subway, map, soak, ",6,6,1.201,1.201,31.451,1,"Playoff Access,Same Seat Guarantee,Complimentary Parking","Playoff Access,Same Seat Guarantee,Complimentary Parking",75,Female,31,Black or African American,Graduate Degree,I would like to answer this question,,749454,1,reduced_list,1,0,0
2021-11-10 12:36:39,2021-11-10 12:37:44,IP Address,98.219.39.192,100,65,1,2021-11-10 12:37:44,R_1etwHsnHOiJIVyg,,,,,33.6139068603515,-84.0656967163085,anonymous,EN,Yes,Yes,Yes,A3B2YRXL26RPVH,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,330985,,,,,
2021-11-10 12:33:15,2021-11-10 12:38:07,IP Address,168.149.146.6,100,291,1,2021-11-10 12:38:07,R_1fZzmB6m9pw7Oxl,,,,,40.9237976074218,-73.9989013671875,anonymous,EN,Yes,Yes,Yes,A3AOE3JLHSHEC9,More than 10,Other,70,50,,,,,,,,,,,,,40.809,40.809,41.405,1,1.018,2.248,60.007,2,"Lamp
Deer
Hilarious
Zero
Tie
Reform
Snuggle
Large
Soak
Emphasis",10,10,1.779,50.661,51.19,6,"4Ever Wild Rewards,Hockey Lodge Discount,Playoff Access,Complimentary Parking,Discounted Concessions","Hockey Lodge Discount,Playoff Access,Complimentary Parking,Discounted Concessions",76,Male,42,White,Bachelor's Degree,I would like to answer this question,,582570,3,categorization,0,0,1
2021-11-10 12:39:07,2021-11-10 12:39:52,IP Address,71.183.227.153,100,45,1,2021-11-10 12:39:53,R_2vYwMWqzQu53LSs,,,,,40.7259979248046,-73.8479995727539,anonymous,EN,Yes,Yes,Yes,A2I8VBHRESMG9S,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,372807,,,,,
2021-11-10 12:33:33,2021-11-10 12:40:28,IP Address,71.8.85.155,100,415,1,2021-11-10 12:40:29,R_3CSYTy9WNBAGjdJ,,,,,33.293701171875,-86.7671966552734,anonymous,EN,Yes,Yes,Yes,A1YH6F4R3SUYXM,More than 10,Other,70,50,,,,,,,,,,,,,0.936,7.941,11.083,3,1.274,55.03,61.514,6,"Wander
Deer
Soak
Listen
Large
Snuggle
Zero",7,7,0.644,5.091,32.144,2,"4Ever Wild Rewards,Interest Free Payment Plans,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking","Interest Free Payment Plans,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Same Seat Guarantee,Complimentary Parking",93,Female,35,White,High School Diploma,I would like to answer this question,,504604,3,categorization,0,0,1
2021-11-10 12:30:41,2021-11-10 12:40:28,IP Address,174.196.197.30,100,586,1,2021-11-10 12:40:29,R_svtZDvyZFbyZBOF,,,,,42.2505950927734,-71.1286010742187,anonymous,EN,Yes,Yes,Yes,A3DLL6OH4RABYB,1-5,Other,70,50,,,,,,,,,0,0,81.536,0,,,,,0,0,60.021,0,"soak, wander, listen, lamp, snuggle, hilarious, cuddle",6,6,1.695,1.695,58.04,1,"Discounted Wild Merchandise,Purchase Additional Tickets at a Discounted Rate","Discounted Wild Merchandise,Purchase Additional Tickets at a Discounted Rate",20,Female,31,White,Bachelor's Degree,I would like to answer this question,,150694,2,ranking,0,1,0
2021-11-10 12:36:04,2021-11-10 12:40:56,IP Address,74.109.228.147,100,291,1,2021-11-10 12:40:56,R_1jJooGFzu22GahL,,,,,40.4562072753906,-79.8162994384765,anonymous,EN,Yes,Yes,Yes,A7VQJN8H4QMI6,1-5,Other,70,50,,,,,0,0,16.823,0,,,,,,,,,0,0,60.119,0,"wander, soak, listen, large, emphasis, snuggle, tie, map",8,8,1.126,19.382,39.915,3,"4Ever Wild Rewards,Playoff Access,Gameday Travel Package","4Ever Wild Rewards,Playoff Access,Gameday Travel Package",100,Female,31,White,Bachelor's Degree,I would like to answer this question,,47683,1,reduced_list,1,0,0
2021-11-10 12:41:51,2021-11-10 12:45:34,IP Address,75.191.236.76,100,222,1,2021-11-10 12:45:34,R_3IawfqQo5uRL3q3,,,,,34.2283020019531,-77.9518966674804,anonymous,EN,Yes,Yes,Yes,A79XOBCSS4NTG,1-5,Other,70,50,0,0,9.49,0,,,,,,,,,,,,,0,0,60.014,0,"lamp
zero
deer
subway
tie
snuggle
behavior
wander
",8,8,6.288,6.288,29.689,1,"Interest Free Payment Plans,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking,Early Entry on Game Days","Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking,Early Entry on Game Days",81,Male,25,White,Bachelor's Degree,I would like to answer this question,,481710,0,control,0,0,0
2021-11-10 12:29:37,2021-11-10 12:45:55,IP Address,162.232.176.154,100,977,1,2021-11-10 12:45:55,R_2rkXga7iS9e3QTv,,,,,41.3957061767578,-81.8156967163085,anonymous,EN,Yes,Yes,Yes,A6JUD4NCQCDWG,1-5,Other,70,50,,,,,,,,,0,0,70.469,0,,,,,0,0,60.01,0,"lamp
subway
tie
reform
zero",5,5,1.182,1.182,22.822,1,"Discounted Wild Merchandise,Hockey Lodge Discount,Member Events,Stadium Tours,Dedicated Account Manager,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking,Discounted Concessions,Early Entry on Game Days,Exclusive Conferences Calls with Players, Managers, and Front Office Executives","Discounted Wild Merchandise,Member Events,Dedicated Account Manager,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking,Discounted Concessions,Early Entry on Game Days,Exclusive Conferences Calls with Players, Managers, and Front Office Executives",70,Male,35,White,High School Diploma,I would like to answer this question,,915431,2,ranking,0,1,0
2021-11-10 12:42:16,2021-11-10 12:48:14,IP Address,99.76.151.96,100,358,1,2021-11-10 12:48:14,R_2ZJLptxijJ3YTXt,,,,,26.6714935302734,-80.0570983886718,anonymous,EN,Yes,Yes,Yes,A1NLP66FKHBS4V,1-5,Other,70,50,0,0,60.519,0,,,,,,,,,,,,,0,0,60.027,0,lamp deer zero subway hilarious large ,6,6,1.451,1.451,55.811,1,"4Ever Wild Rewards,Discounted Wild Merchandise,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Dedicated Account Manager,Right of First Refusal for Concerts and Events,Same Seat Guarantee","4Ever Wild Rewards,Discounted Wild Merchandise,Hockey Lodge Discount,Same Seat Guarantee",75,Female,67,White,Bachelor's Degree,I would like to answer this question,,231721,0,control,0,0,0
2021-11-10 12:40:51,2021-11-10 12:48:41,IP Address,107.5.88.103,100,470,1,2021-11-10 12:48:42,R_z6fU6IF2nIa2gXn,,,,,41.8993072509765,-84.0401992797851,anonymous,EN,Yes,Yes,Yes,A5T9IFDZ3W4T6,1-5,Other,70,50,,,,,,,,,1.469,53.723,69.681,2,,,,,1.744,1.744,60.02,1,"Reform
Large
Road
Tie
Care
Emphasis
Deer",5,5,1.346,1.346,25.552,1,"Interest Free Payment Plans,Hockey Lodge Discount,Playoff Access",Interest Free Payment Plans,75,Male,31,Hispanic,High School Diploma,I would not like to answer this question,Yes,235272,2,ranking,0,1,0
2021-11-10 12:44:59,2021-11-10 12:49:13,IP Address,73.186.23.233,100,254,1,2021-11-10 12:49:13,R_3J2Wjy36sEIBYqg,,,,,43.0697021484375,-70.9580001831054,anonymous,EN,Yes,Yes,Yes,A33WXTJUOL2PSQ,1-5,Other,70,50,,,,,,,,,0,0,36.309,0,,,,,0,0,60.024,0,"reform
wander 
soak
large 
subway 
emphasis
large 
zero",8,8,1.571,1.571,39.64,1,"Hockey Lodge Discount,Member Events,Playoff Access","Hockey Lodge Discount,Member Events,Playoff Access",55,Female,60,White,Graduate Degree,I would like to answer this question,,304612,2,ranking,0,1,0
2021-11-10 12:45:06,2021-11-10 12:50:58,IP Address,74.140.199.238,100,352,1,2021-11-10 12:50:58,R_qPGXqk0dPfctpsd,,,,,39.7588958740234,-84.0617980957031,anonymous,EN,Yes,Yes,Yes,A3BTK49X4ITNXJ,1-5,Other,70,50,,,,,0,0,36.347,0,,,,,,,,,0,0,60.008,0,"lamp, hilarious, deer, large, wander, emphasis,",6,6,1.234,1.234,37.3,1,"Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Complimentary Parking","Purchase Additional Tickets at a Discounted Rate,Playoff Access,Complimentary Parking",80,Female,37,White,Graduate Degree,I would like to answer this question,,738444,1,reduced_list,1,0,0
